GoingRank,DistanceRank,GoingDistRank,CourseRank,TotalWinsRank,PercentageTotalRank,ORRank,TSRank,RPRRank,JockeyPercentageRank,TrainerPercentageRank,Rank,AverageRank,Odds,IsWinner,Profit
6,5,4,2,7,7,6,10,8,7,6,10,5.92,67,0,-1
6,5,4,2,7,7,10,5,5,7,1,8,5.23,5.5,0,-1
9,9,9,9,9,9,9,6,4,5,6,6,7.15,15,1,14
9,9,9,9,9,9,9,1,1,3,4,1,6.23,3.25,0,-1
9,9,9,9,9,9,9,2,1,4,2,1,6.23,9,0,-1
9,9,9,9,9,9,9,2,5,5,3,4,6.69,2.88,0,-1
9,9,9,9,9,9,9,6,7,5,4,7,7.23,21,0,-1
9,9,9,9,9,9,9,5,6,2,1,3,6.62,9,0,-1
9,9,9,9,9,9,9,6,7,5,7,8,7.46,41,0,-1
9,9,9,9,9,9,9,6,7,5,8,9,7.54,41,0,-1
9,9,9,9,9,9,9,4,3,1,8,5,6.77,13,0,-1
9,9,9,9,9,9,9,6,7,5,8,9,7.54,12,0,-1
3,3,2,2,4,4,3,4,4,8,4,5,3.31,4.5,1,3.5
3,3,2,2,4,4,1,3,8,10,5,7,3.69,11,0,-1
2,2,1,1,1,2,5,6,1,7,5,3,3.08,8,0,-1
3,1,2,2,2,1,1,1,7,4,5,2,2.54,5,0,-1
3,3,2,2,4,4,3,2,5,2,1,1,2.46,4.5,0,-1
3,3,2,2,4,4,10,9,9,6,5,10,5.08,29,0,-1
3,3,2,2,4,4,5,7,3,3,5,6,3.62,9.5,0,-1
1,3,2,2,2,3,8,8,1,1,3,4,3.23,6,0,-1
3,3,2,2,4,4,5,9,10,9,2,9,4.85,51,0,-1
3,3,2,2,4,4,9,5,5,4,5,8,3.92,29,0,-1
7,3,3,4,7,7,4,4,4,4,3,6,3.92,13,1,12
3,3,3,4,5,5,7,1,4,4,6,6,3.92,4.33,0,-1
3,3,3,4,5,5,7,2,1,4,6,4,3.69,15,0,-1
5,1,1,1,1,2,5,7,7,3,4,3,3.38,23,0,-1
1,3,3,1,2,1,1,3,1,4,5,1,2.08,1.91,0,-1
6,1,2,4,4,4,3,4,3,1,2,2,3.31,13,0,-1
7,3,3,4,7,7,2,8,9,4,6,9,5.23,9.5,0,-1
7,3,3,4,7,7,6,6,8,2,1,8,4.38,29,0,-1
2,3,3,3,2,3,7,9,4,4,6,5,3.85,41,0,-1
9,9,9,9,9,9,2,2,1,3,6,3,5.77,8.5,1,7.5
9,9,9,9,9,9,3,4,7,3,3,3,5.77,3.75,0,-1
9,9,9,9,9,9,1,1,2,2,1,1,4.85,3.25,0,-1
9,9,9,9,9,9,3,4,6,7,4,8,6.62,9,0,-1
9,9,9,9,9,9,3,4,7,3,4,5,6,12,0,-1
9,9,9,9,9,9,3,2,3,1,1,2,5.31,4.2,0,-1
9,9,9,9,9,9,3,4,4,3,6,6,6.15,26,0,-1
9,9,9,9,9,9,3,4,5,8,6,7,6.46,101,0,-1
4,4,2,3,6,6,2,3,4,2,1,2,3.08,2.1,1,1.1
3,4,2,2,2,4,3,1,2,5,4,2,3.08,6,0,-1
1,4,2,3,3,3,1,2,1,3,2,1,2.08,3.5,0,-1
4,4,2,3,6,6,6,5,3,4,6,5,4.15,21,0,-1
4,1,2,3,3,1,8,9,9,7,6,7,4.77,21,0,-1
4,4,2,3,6,6,3,9,5,10,6,9,4.92,26,0,-1
4,2,2,3,3,5,3,4,7,1,6,4,3.85,15,0,-1
4,4,2,3,6,6,6,8,8,11,6,11,5.85,26,0,-1
4,4,2,3,6,6,9,9,10,9,5,12,6,81,0,-1
2,3,1,1,1,2,9,7,6,11,6,6,4.31,19,0,-1
4,4,2,3,6,6,9,9,11,7,6,10,5.23,81,0,-1
4,4,2,3,6,6,9,6,12,5,2,8,4.85,67,0,-1
2,9,9,2,2,2,6,6,6,1,2,6,3.92,2.75,1,1.75
2,9,9,2,2,2,3,3,5,6,2,5,3.69,7.5,0,-1
2,9,9,2,2,2,5,1,3,3,2,3,3.46,4.5,0,-1
1,9,9,1,1,1,4,2,2,4,2,1,2.92,6,0,-1
2,9,9,2,2,2,1,5,4,2,2,4,3.62,10,0,-1
2,9,9,2,2,2,7,6,7,6,2,7,4.23,13,0,-1
9,9,9,9,9,9,9,1,2,9,4,1,6.54,5,1,4
9,9,9,9,9,9,9,3,1,8,7,5,7.08,5,0,-1
9,9,9,9,9,9,9,4,2,9,1,2,6.69,6,0,-1
9,9,9,9,9,9,9,7,7,6,10,9,7.54,21,0,-1
9,9,9,9,9,9,9,8,5,1,8,2,6.69,17,0,-1
9,9,9,9,9,9,9,5,8,3,4,8,7.23,34,0,-1
9,9,9,9,9,9,9,2,5,5,6,4,6.92,4.5,0,-1
9,9,9,9,9,9,9,6,11,9,3,7,7.15,29,0,-1
9,9,9,9,9,9,9,10,10,3,8,9,7.54,101,0,-1
9,9,9,9,9,9,9,8,2,9,10,11,7.62,15,0,-1
9,9,9,9,9,9,9,11,9,7,10,12,8.62,251,0,-1
9,9,9,9,9,9,9,11,12,1,2,5,7.08,5,0,-1
5,6,6,2,3,4,4,8,4,3,4,6,3.85,6,1,5
4,5,5,1,2,3,2,2,2,7,2,2,3.15,4.5,0,-1
7,7,7,4,5,7,8,6,6,4,6,7,5.69,8,0,-1
3,3,3,5,4,6,5,4,6,1,1,4,3.54,4.6,0,-1
8,8,8,5,8,8,6,5,6,4,7,8,6.23,67,0,-1
6,4,4,3,1,5,7,1,4,2,8,5,3.62,6,0,-1
8,5,7,4,7,8,1,11,6,1,9,11,6.08,4.2,1,3.2
3,1,1,2,3,2,10,6,9,2,7,2,4.38,9.5,0,-1
5,8,6,4,4,7,7,2,4,3,6,3,4.69,3.12,0,-1
8,9,7,4,10,10,8,7,6,5,3,10,6,9,0,-1
4,4,3,4,7,5,8,1,5,10,9,6,5.31,10,0,-1
6,7,5,2,4,3,12,10,11,9,4,11,6.08,10,0,-1
8,9,7,4,10,10,3,2,6,7,9,7,5.92,19,0,-1
1,6,4,4,2,4,6,9,3,10,1,1,4.08,15,0,-1
8,1,7,4,9,6,3,11,9,4,7,7,5.92,41,0,-1
2,3,2,1,1,1,11,7,12,10,9,5,5.08,26,0,-1
2,1,2,1,1,1,3,3,2,5,3,2,2,10,1,9
3,3,3,2,3,3,5,1,4,7,3,5,3.31,11,0,-1
3,3,3,2,3,3,7,5,2,6,3,5,3.31,2.75,0,-1
3,3,3,2,3,3,6,7,6,1,3,7,3.38,26,0,-1
3,3,3,2,3,3,2,4,5,3,2,4,3.08,34,0,-1
1,1,1,2,2,2,3,2,1,3,3,1,1.69,3.5,0,-1
3,3,3,2,3,3,1,6,7,1,1,3,2.92,4.33,0,-1
1,4,3,1,5,2,3,6,1,2,3,2,2.85,2.62,1,1.62
5,8,5,5,7,8,6,1,4,7,6,8,5.38,13,0,-1
1,1,1,1,5,1,1,2,6,1,5,1,2.15,2,0,-1
3,2,2,3,2,3,2,6,2,5,3,3,3.08,12,0,-1
5,5,5,5,3,5,4,6,2,6,1,4,3.69,19,0,-1
5,7,5,5,7,7,6,5,4,3,6,7,5,26,0,-1
5,6,5,5,4,6,8,4,7,3,1,6,4.31,51,0,-1
1,1,1,1,2,1,7,9,1,1,1,1,2.92,2.88,1,1.88
2,4,2,3,8,3,6,2,2,4,8,2,3.77,6.5,0,-1
6,7,7,8,3,7,12,1,4,4,6,6,5.23,26,0,-1
7,10,9,7,3,8,11,4,2,6,10,9,6.38,12,0,-1
7,2,4,1,10,2,5,2,4,3,10,3,4.46,15,0,-1
5,6,6,5,6,5,8,4,4,8,6,5,4.92,12,0,-1
9,8,8,10,3,9,1,6,8,8,10,8,6.31,23,0,-1
11,11,11,11,11,11,4,12,8,8,9,12,9,17,0,-1
3,3,3,4,7,4,9,6,4,8,4,4,4.77,9,0,-1
4,5,5,6,1,6,1,11,8,8,3,7,5.31,26,0,-1
10,9,10,9,8,10,1,10,8,2,4,10,6.92,7,0,-1
11,11,11,11,11,11,9,8,8,7,2,11,8,15,0,-1
2,9,9,2,3,3,3,7,8,4,4,6,4.85,6.5,1,5.5
2,9,9,2,3,3,1,1,1,1,8,2,3.77,3.5,0,-1
2,9,9,2,3,3,3,4,3,11,8,7,5.08,2.38,0,-1
2,9,9,2,3,3,3,10,5,3,1,5,4.54,29,0,-1
2,9,9,2,3,3,2,2,2,2,2,1,3.62,5.5,0,-1
2,9,9,2,3,3,3,5,7,11,8,10,5.46,34,0,-1
2,9,9,2,3,3,3,11,11,11,8,13,6.23,81,0,-1
2,9,9,2,3,3,3,11,11,5,8,11,5.77,15,0,-1
2,9,9,2,3,3,3,8,8,8,6,9,5.38,34,0,-1
2,9,9,2,3,3,3,11,11,11,8,13,6.23,151,0,-1
2,9,9,2,3,3,3,11,11,10,8,12,6.15,101,0,-1
2,9,9,2,3,3,3,11,11,11,8,13,6.23,301,0,-1
2,3,2,5,3,3,2,5,6,1,3,2,2.77,3.75,1,2.75
1,1,1,1,1,1,5,7,1,5,4,1,2.54,7,0,-1
3,1,3,2,1,2,8,6,1,6,1,3,3.15,7.5,0,-1
5,3,5,3,5,5,5,2,3,3,2,4,3.38,8,0,-1
6,6,6,6,6,6,2,1,3,8,4,7,4.77,4.5,0,-1
6,6,6,6,6,6,8,3,8,3,4,8,5.23,6.5,0,-1
6,6,6,6,6,6,7,9,9,7,4,9,5.69,126,0,-1
3,5,4,3,4,4,2,4,3,9,4,5,4.15,13,0,-1
6,6,6,6,6,6,1,8,6,2,4,6,4.69,51,0,-1
9,2,9,9,2,2,2,7,1,1,1,1,4.15,1.57,1,0.5700000000000001
9,2,9,9,2,2,2,4,7,5,4,5,4.92,12,0,-1
9,2,9,9,2,2,2,2,6,6,6,5,4.92,11,0,-1
9,1,9,9,1,1,1,1,2,4,7,1,4.15,3.75,0,-1
9,2,9,9,2,2,2,7,8,6,8,8,5.62,151,0,-1
9,2,9,9,2,2,2,6,5,8,5,7,5.23,81,0,-1
5,9,9,9,5,5,2,2,2,4,4,5,5,3.5,1,2.5
5,9,9,9,5,5,6,4,4,5,5,6,5.77,9.5,0,-1
4,9,9,9,2,4,1,1,1,5,5,4,4.54,2,0,-1
3,9,9,9,1,3,4,3,3,2,3,3,4.46,4.5,0,-1
4,4,4,4,4,4,3,3,1,3,4,3,3.15,2.2,1,1.2000000000000002
2,2,2,3,1,3,7,2,3,7,1,2,3,6,0,-1
4,4,4,4,4,4,4,1,3,4,6,5,3.38,11,0,-1
4,4,4,4,4,4,1,5,3,6,6,7,4.08,4.5,0,-1
3,3,3,2,2,2,6,6,1,5,3,4,3.31,6.5,0,-1
4,4,4,4,4,4,1,7,7,8,6,8,4.15,26,0,-1
4,4,4,4,4,4,4,8,8,1,2,6,3.92,81,0,-1
2,9,9,2,1,3,1,4,2,2,9,1,4.08,2.1,1,1.1
1,9,9,2,3,1,2,10,10,4,7,5,5.15,21,0,-1
4,9,9,2,4,4,2,3,4,12,11,10,5.62,17,0,-1
4,9,9,2,4,4,2,1,1,11,4,3,4.62,2.5,0,-1
4,9,9,2,4,4,2,10,10,3,3,7,5.31,8,0,-1
4,9,9,2,4,4,2,6,6,7,10,9,5.54,251,0,-1
4,9,9,2,4,4,2,8,6,1,4,4,4.77,81,0,-1
4,9,9,2,4,4,2,7,8,9,11,12,6,251,0,-1
4,9,9,2,4,4,2,10,10,5,1,7,5.31,301,0,-1
4,9,9,2,4,4,2,10,10,14,11,15,6.77,301,0,-1
4,9,9,2,4,4,2,9,9,14,1,11,5.85,301,0,-1
4,9,9,2,4,4,2,10,10,13,11,14,6.69,251,0,-1
4,9,9,2,4,4,2,5,5,6,8,5,5.15,251,0,-1
4,9,9,2,4,4,2,10,10,14,11,15,6.77,301,0,-1
4,9,9,2,4,4,2,10,10,9,11,13,6.38,301,0,-1
1,3,1,9,1,2,2,4,5,1,6,2,3.38,4.5,1,3.5
2,5,2,9,5,5,4,6,9,7,6,8,5.31,41,0,-1
2,2,2,9,2,3,4,1,2,3,5,2,3.38,2.62,0,-1
2,4,2,9,2,4,1,2,1,2,1,1,3,2.62,0,-1
2,5,2,9,5,5,4,7,7,4,2,6,4.69,29,0,-1
2,5,2,9,5,5,4,5,6,5,6,7,4.85,7.5,0,-1
2,5,2,9,5,5,4,8,8,7,6,9,5.38,126,0,-1
2,5,2,9,5,5,4,10,10,7,6,11,5.69,401,0,-1
1,1,1,3,3,1,4,3,3,2,2,2,2.54,5.5,0,-1
3,5,3,3,3,4,4,4,4,5,4,5,3.92,10,0,-1
2,2,2,2,1,2,2,1,1,4,3,1,2.38,2.88,0,-1
1,5,2,3,2,5,2,1,1,1,1,1,2.54,1.53,1,0.53
5,6,5,1,2,1,5,6,4,4,4,5,4,13,0,-1
1,3,1,3,5,3,4,4,2,2,5,2,3.23,3.5,0,-1
2,2,2,9,2,2,2,1,1,6,5,3,2.69,4.5,1,3.5
1,1,1,9,1,1,2,4,3,3,4,2,2.62,1.73,0,-1
2,2,2,9,2,2,2,2,2,5,1,1,2.54,9.5,0,-1
2,2,2,9,2,2,2,3,4,1,3,3,2.69,15,0,-1
2,2,2,9,2,2,2,5,6,2,5,6,3.46,6.5,0,-1
2,2,2,9,2,2,1,5,5,4,2,5,3.15,251,0,-1
3,2,2,1,1,1,8,4,4,3,1,2,3,4.33,1,3.33
5,4,4,2,4,5,3,2,1,5,7,3,3.92,6,0,-1
5,5,4,2,6,6,4,2,6,6,4,6,4.54,17,0,-1
5,5,4,2,6,6,7,4,4,7,3,7,4.77,11,0,-1
5,5,4,2,6,6,9,6,2,4,5,8,4.85,15,0,-1
5,5,4,2,6,6,4,9,8,9,7,9,5.69,3.12,0,-1
2,5,4,2,4,4,6,8,6,1,1,4,4,19,0,-1
4,1,3,2,3,2,2,6,8,8,6,5,4.15,19,0,-1
1,3,1,2,1,3,1,1,3,2,7,1,2.62,8,0,-1
1,2,1,9,1,1,1,8,1,6,1,1,3.15,1.83,1,0.8300000000000001
2,3,2,9,2,3,2,7,2,6,5,2,4,12,0,-1
3,3,2,9,4,4,10,4,2,4,5,7,4.54,4.5,0,-1
3,1,2,9,2,2,4,5,8,6,5,5,4.31,11,0,-1
3,3,2,9,4,4,5,6,2,3,3,3,4.08,23,0,-1
3,3,2,9,4,4,9,11,11,6,5,11,5.85,15,0,-1
3,3,2,9,4,4,12,12,12,6,5,12,6.23,201,0,-1
3,3,2,9,4,4,3,10,2,6,5,8,4.62,81,0,-1
3,3,2,9,4,4,8,1,7,1,2,3,4.08,13,0,-1
3,3,2,9,4,4,11,2,9,5,5,10,5.08,23,0,-1
3,3,2,9,4,4,5,2,9,2,5,6,4.38,21,0,-1
2,2,2,2,3,2,1,2,2,7,4,2,2.62,3.5,1,2.5
3,4,3,3,2,3,4,3,3,9,6,3,3.54,13,0,-1
1,1,1,1,1,1,5,5,3,2,2,1,1.85,2.25,0,-1
8,3,8,5,5,7,7,6,5,1,6,6,5.31,51,0,-1
4,7,6,4,4,4,6,4,7,5,3,5,4.31,19,0,-1
8,9,8,5,9,9,7,7,8,4,1,7,6.08,51,0,-1
6,8,7,5,8,8,10,9,9,2,6,10,6.54,151,0,-1
5,6,4,5,5,5,1,1,1,9,6,4,4.15,3.5,0,-1
7,5,5,5,5,6,7,10,9,7,5,8,6.23,101,0,-1
2,9,9,9,2,2,9,10,10,7,4,11,6.31,12,1,11
2,9,9,9,2,2,3,2,8,3,5,3,4.85,5,0,-1
2,9,9,9,2,2,10,8,6,7,5,9,6,7,0,-1
2,9,9,9,2,2,8,9,9,4,5,8,5.92,12,0,-1
2,9,9,9,2,2,4,5,1,7,5,5,4.92,6.5,0,-1
2,9,9,9,2,2,5,1,3,7,5,3,4.85,10,0,-1
2,9,9,9,2,2,6,7,1,1,2,1,4.54,5.5,0,-1
2,9,9,9,2,2,10,4,10,7,5,9,6,51,0,-1
2,9,9,9,2,2,7,3,4,6,5,7,5.15,9.5,0,-1
1,9,9,9,1,1,1,11,4,2,3,2,4.62,11,0,-1
2,9,9,9,2,2,10,11,12,7,5,12,6.69,151,0,-1
9,3,9,2,3,3,3,3,3,2,1,2,3.85,4,1,3
9,3,9,2,3,3,2,1,2,4,3,2,3.85,2.2,0,-1
9,3,9,2,3,3,4,5,5,5,3,5,4.62,12,0,-1
1,1,1,1,1,1,2,1,2,5,5,1,2.31,3.5,1,2.5
6,7,7,7,8,8,6,7,8,6,8,8,6.46,29,0,-1
5,7,7,3,7,6,4,4,4,9,9,7,5.62,4.33,0,-1
7,6,6,5,5,7,8,8,9,2,3,6,5.15,5,0,-1
3,2,3,4,2,2,8,2,6,1,2,2,2.85,10,0,-1
9,7,7,7,9,9,10,9,10,4,3,9,6.77,67,0,-1
8,5,5,2,2,3,4,6,7,3,1,5,4.08,3.75,0,-1
2,3,2,7,5,5,6,2,2,9,6,4,4,23,0,-1
9,7,7,7,9,9,2,10,4,8,9,10,7,81,0,-1
4,9,9,4,6,6,6,2,3,3,1,4,4.77,3.12,1,2.12
4,9,9,4,6,6,3,4,1,4,4,5,4.85,3.75,0,-1
1,9,9,1,1,1,4,1,5,8,5,2,4.15,5,0,-1
2,9,9,4,3,4,8,3,3,1,3,3,4.46,5,0,-1
3,9,9,4,3,5,6,6,7,6,5,8,5.54,81,0,-1
4,9,9,4,6,6,1,5,5,6,5,7,5.31,23,0,-1
4,9,9,1,3,2,1,8,2,2,2,1,4,11,0,-1
4,9,9,1,2,2,4,7,8,5,5,6,5,26,0,-1
1,3,1,2,1,1,9,3,1,2,8,1,3.15,3.75,1,2.75
3,4,2,2,6,6,1,12,12,4,5,10,5.08,5,0,-1
3,4,2,1,2,2,7,6,4,7,2,2,3.77,6.5,0,-1
3,2,2,2,2,4,5,4,5,8,8,3,4.15,11,0,-1
3,1,2,2,2,3,3,9,11,8,8,5,4.69,26,0,-1
3,4,2,2,6,6,9,1,6,6,7,5,4.69,7.5,0,-1
3,4,2,2,6,6,8,5,10,3,4,7,4.77,21,0,-1
3,4,2,2,6,6,13,8,2,11,8,12,5.69,13,0,-1
3,4,2,2,6,6,12,2,6,11,8,11,5.46,26,0,-1
3,4,2,2,6,6,1,13,13,10,5,12,5.69,34,0,-1
2,4,2,2,2,5,11,7,3,11,1,4,4.54,6,0,-1
3,4,2,2,6,6,6,9,9,5,3,9,4.92,41,0,-1
1,9,9,1,1,1,1,6,8,6,5,2,4.38,15,1,14
3,9,9,2,3,3,2,7,4,4,3,4,4.46,8.5,0,-1
3,9,9,2,3,3,4,2,4,2,2,1,4,5,0,-1
3,9,9,2,3,3,7,4,2,1,5,2,4.38,3,0,-1
3,9,9,2,3,3,3,1,7,3,7,7,4.54,7,0,-1
3,9,9,2,3,3,6,5,3,6,7,8,5,41,0,-1
3,9,9,2,3,3,4,3,4,5,4,4,4.46,3.75,0,-1
1,1,1,1,4,1,1,4,1,1,2,1,1.54,1.8,1,0.8
3,4,3,2,1,2,2,1,3,3,1,2,2.31,4,0,-1
5,6,5,4,6,6,6,1,3,6,3,6,4.38,11,0,-1
5,3,5,4,5,5,2,5,6,4,4,5,3.77,41,0,-1
4,5,4,3,3,3,5,3,2,2,4,4,3.23,4.5,0,-1
2,2,2,4,2,4,4,6,3,5,4,3,3.15,26,0,-1
2,5,2,2,5,5,7,7,8,9,4,10,5,7.5,1,6.5
1,2,1,2,2,2,10,1,1,8,1,2,3.08,3.5,0,-1
2,5,2,2,5,5,9,2,6,5,6,7,4.46,26,0,-1
2,5,2,2,5,5,5,5,3,4,9,5,4.31,13,0,-1
2,4,2,2,3,4,1,6,7,6,10,5,4.31,15,0,-1
2,5,2,2,5,5,6,4,2,9,8,8,4.54,7.5,0,-1
2,1,2,1,1,1,2,3,3,1,4,1,2.31,11,0,-1
2,5,2,2,5,5,4,7,8,3,3,4,4.23,34,0,-1
9,2,9,9,1,2,4,4,4,4,1,2,4.46,2.62,1,1.62
9,4,9,9,4,4,7,2,2,4,4,5,5.15,7.5,0,-1
9,3,9,9,1,3,2,1,1,6,4,1,4.38,8.5,0,-1
9,4,9,9,4,4,1,6,6,1,2,4,4.92,2.88,0,-1
9,4,9,9,4,4,5,5,3,6,4,7,5.46,15,0,-1
9,4,9,9,4,4,6,3,5,2,3,5,5.15,13,0,-1
4,4,4,2,4,3,4,4,2,5,2,5,3.31,9.5,1,8.5
6,4,4,4,6,6,6,6,6,3,1,6,4.46,29,0,-1
5,4,4,4,4,5,2,5,1,1,4,4,3.08,2.62,0,-1
3,3,3,2,2,2,5,1,4,2,3,2,2.54,7,0,-1
1,1,1,1,1,1,1,2,4,4,6,1,1.92,4.33,0,-1
2,2,2,4,2,4,3,3,2,6,5,3,3,4.33,0,-1
6,2,3,2,3,2,5,6,11,9,11,5,5.31,5,1,4
1,1,1,2,3,1,6,8,5,3,9,2,3.77,23,0,-1
6,3,3,2,1,4,8,1,1,1,1,1,3.08,7.5,0,-1
2,6,3,1,3,3,3,11,1,5,10,3,4.38,26,0,-1
2,6,3,2,6,6,11,4,9,11,2,7,5.46,8.5,0,-1
2,6,3,2,6,6,9,10,7,4,3,4,5.15,29,0,-1
6,6,3,2,9,9,12,2,3,11,11,12,6.38,17,0,-1
5,5,2,2,1,5,12,8,5,11,11,9,5.85,67,0,-1
6,4,3,2,6,8,7,4,4,11,7,7,5.46,6,0,-1
6,6,3,2,9,9,1,3,10,7,4,5,5.31,17,0,-1
6,6,3,2,9,9,14,7,12,9,11,14,7.46,23,0,-1
6,6,3,2,9,9,2,12,13,2,5,10,6,3.25,0,-1
6,6,3,2,9,9,10,12,13,7,5,13,7,26,0,-1
9,2,9,9,2,2,9,6,6,2,4,4,5.31,2.75,1,1.75
9,1,9,9,1,1,9,1,1,5,3,1,4.46,2,0,-1
9,2,9,9,2,2,9,4,2,1,2,2,4.62,26,0,-1
9,2,9,9,2,2,9,3,4,8,5,5,5.46,7.5,0,-1
9,2,9,9,2,2,9,2,3,3,1,2,4.62,11,0,-1
9,2,9,9,2,2,9,6,6,6,6,7,5.77,301,0,-1
9,2,9,9,2,2,9,6,6,7,6,8,5.85,29,0,-1
9,2,9,9,2,2,9,6,6,8,6,9,5.92,201,0,-1
1,6,3,1,6,1,2,1,1,8,3,2,3,4.33,1,3.33
5,7,7,4,6,7,9,3,4,3,2,6,4.77,4,0,-1
7,4,5,4,3,5,5,2,6,3,5,5,4.38,12,0,-1
4,3,4,3,2,3,2,9,10,1,1,3,3.54,5.5,0,-1
8,9,8,4,9,9,10,3,3,5,5,10,6.38,26,0,-1
6,5,6,4,3,6,5,10,9,8,5,8,5.38,81,0,-1
2,2,1,2,1,2,5,3,2,5,5,1,2.46,2.88,0,-1
9,9,9,9,9,9,9,4,6,8,10,11,7.69,8.5,1,7.5
9,9,9,9,9,9,9,3,1,8,6,5,6.92,4.5,0,-1
9,9,9,9,9,9,9,4,6,6,8,9,7.38,2,0,-1
9,9,9,9,9,9,9,4,6,7,1,5,6.92,81,0,-1
9,9,9,9,9,9,9,4,6,2,6,5,6.92,10,0,-1
9,9,9,9,9,9,9,4,3,5,4,2,6.77,34,0,-1
9,9,9,9,9,9,9,4,4,8,10,10,7.54,126,0,-1
9,9,9,9,9,9,9,4,6,11,2,8,7.31,41,0,-1
9,9,9,9,9,9,9,4,6,12,10,12,8,81,0,-1
9,9,9,9,9,9,9,1,5,1,5,1,6.46,12,0,-1
